text,sub_emotion,intensity,emotion,emotion_encoded,sub_emotion_encoded,intensity_encoded
So I hope we will be there when we get there.,neutral,mild,neutral,4,20,0
"Is that their campsite? Yes, that campsite is theirs.",neutral,mild,neutral,4,20,0
So that makes a difference.,realization,mild,surprise,6,23,0
Then you may not have ...,neutral,mild,neutral,4,20,0
They are aware of that.,neutral,mild,neutral,4,20,0
So that you don't have to leave any data and so on.,relief,mild,happiness,3,24,0
"Or yes, something has to pay at all.",confusion,mild,surprise,6,6,0
We actually want as much as possible ...,desire,moderate,happiness,3,8,1
Looking for residents of people.,curiosity,mild,happiness,3,7,0
Acquaintances of acquaintances of acquaintances.,neutral,mild,neutral,4,20,0
Where we can stay overnight or two.,curiosity,mild,happiness,3,7,0
What I'm really going to get with it ...,curiosity,mild,happiness,3,7,0
I think you are three weeks old ...,confusion,mild,surprise,6,6,0
A bit dependent on what will happen.,neutral,mild,neutral,4,20,0
You can plan a whole plan ...,optimism,mild,happiness,3,21,0
"But if there is something against it, that is annoying.",annoyance,mild,anger,0,3,0
As soon as you don't have to worry ...,relief,mild,happiness,3,24,0
Maybe because the cameras here ...,nervousness,mild,fear,2,19,0
But so are on the track ...,neutral,mild,neutral,4,20,0
You just have to check them.,neutral,mild,neutral,4,20,0
Have you been to that gas station and it is so?,curiosity,mild,happiness,3,7,0
Then that is enough.,neutral,mild,neutral,4,20,0
Hunters Jan and Ellen receive information about the fugitives ...,curiosity,moderate,happiness,3,7,1
And visit Iwana's parents.,neutral,mild,neutral,4,20,0
The most important thing is that you also speak ...,approval,mild,happiness,3,4,0
To find out what the relationship is between Iwana and Lauka.,curiosity,moderate,happiness,3,7,1
What is it not clear at the moment?,confusion,moderate,surprise,6,6,1
There are two people at home.,neutral,mild,neutral,4,20,0
We would like to have a conversation with you.,neutral,mild,neutral,4,20,0
How many people do you live here?,curiosity,mild,happiness,3,7,0
With three people.,neutral,mild,neutral,4,20,0
And that third person? That's my daughter.,neutral,mild,neutral,4,20,0
We are now talking about Iwana Rietveld.,neutral,mild,neutral,4,20,0
Saturday morning she went to her girlfriend.,neutral,mild,neutral,4,20,0
And who is the girlfriend? Laura.,neutral,mild,neutral,4,20,0
Does she also have things that lie here?,curiosity,mild,happiness,3,7,0
Where is her computer?,curiosity,mild,happiness,3,7,0
Normally.,neutral,mild,neutral,4,20,0
Maybe she has him with him.,curiosity,mild,happiness,3,7,0
"No, she has it.",neutral,mild,neutral,4,20,0
Laura and Iwana have arrived at the campsite in Den Ham.,neutral,mild,neutral,4,20,0
They know the owner of the campsite.,neutral,mild,neutral,4,20,0
They can spend the night here.,relief,mild,happiness,3,24,0
It's still big.,neutral,mild,neutral,4,20,0
They have already arranged their next overnight stay ...,optimism,mild,happiness,3,21,0
With a friendly couple.,neutral,mild,neutral,4,20,0
That is a parent.,neutral,mild,neutral,4,20,0
We got to know them on vacation.,neutral,mild,neutral,4,20,0
Me and my mother in Egypt.,neutral,mild,neutral,4,20,0
We know that they would not close us to things like that.,neutral,mild,neutral,4,20,0
And then there is some time for relaxation ...,relief,mild,happiness,3,24,0
On this rainy day.,neutral,mild,neutral,4,20,0
The next morning the girls want to leave as soon as possible.,fear,moderate,fear,2,14,1
"They call Wim, a helpful knowledge.",neutral,mild,neutral,4,20,0
With Wim.,neutral,mild,neutral,4,20,0
You speak with Iwana.,neutral,mild,neutral,4,20,0
Are you available to pick us up somewhere?,curiosity,mild,happiness,3,7,0
I'll come your way.,neutral,mild,neutral,4,20,0
See you. Door.,neutral,mild,neutral,4,20,0
Great that you could get us.,gratitude,mild,happiness,3,15,0
Be a bit closer next time.,annoyance,mild,anger,0,3,0
Exciting. Yes.,excitement,mild,happiness,3,13,0
Because the girlfriends have no content money in his pocket ...,neutral,mild,neutral,4,20,0
They first want to pin.,neutral,mild,neutral,4,20,0
And do we immediately do 100?,curiosity,mild,happiness,3,7,0
Laura and Iwana are afraid of being filmed.,fear,moderate,fear,2,14,1
And so ask Wim to pin.,neutral,mild,neutral,4,20,0
But nothing remains unseen.,neutral,mild,neutral,4,20,0
This has been at 12 o'clock 25.,neutral,mild,neutral,4,20,0
They took it out of the wall from the ATM.,neutral,mild,neutral,4,20,0
How do you know who this is?,curiosity,moderate,happiness,3,7,1
We have a chain sign.,neutral,mild,neutral,4,20,0
"On the flight, and already in the picture due to a crucial mistake.",disappointment,moderate,sadness,5,9,1
Music,neutral,mild,neutral,4,20,0
"Studio Promenada, today from the promenade.",neutral,mild,neutral,4,20,0
"In such weather on the beach you can not see tourists, something else on the promenade.",neutral,mild,neutral,4,20,0
"Although the end of the holidays, they are still a lot of tourists in Ustka.",neutral,mild,neutral,4,20,0
What to do when you can't sunbathe and bathe? We will ask tourists about this.,curiosity,mild,happiness,3,7,0
"Daniel Klusek, welcome to the Promenada studio. We're going.",neutral,mild,neutral,4,20,0
What can you do when you can't sunbathe?,curiosity,mild,happiness,3,7,0
"There are a lot of possibilities, especially here in Ustka. We can just walk, visit interesting places.",optimism,mild,happiness,3,21,0
"Here is the Amber Museum, worth recommending. You can go by ship, there are certainly many other ways.",approval,mild,happiness,3,4,0
Where did you come from?,curiosity,mild,happiness,3,7,0
"From Przemyśl, Podkarpacie.",neutral,mild,neutral,4,20,0
"We don't have sunshine, but we have a nice temperature. 20 degrees is water, so you can swim.",optimism,mild,happiness,3,21,0
And you were already swimming today?,curiosity,mild,happiness,3,7,0
I mean I will swim. At the moment I am on a walk and we will swim at 2pm.,neutral,mild,neutral,4,20,0
So the lack of sun does not interfere with sunbathing at all?,curiosity,mild,happiness,3,7,0
"No, of course.",neutral,mild,neutral,4,20,0
Certainly at this time.,neutral,mild,neutral,4,20,0
"From a distance, from Żywiec to.",neutral,mild,neutral,4,20,0
"My guest is Agata Sobiczewska, director of the Local Tourist Organization Ustka and Ziemia Słupsk,",neutral,mild,neutral,4,20,0
Which organization runs the Tourist Information Center in Ustka. Good morning.,neutral,mild,neutral,4,20,0
"Good morning, I am very pleased.",gratitude,mild,happiness,3,15,0
We are in the Tourist Information Center. Just a moment ago there was a crowd of people who ...,neutral,mild,neutral,4,20,0
"Well, why do you come to such a place?",curiosity,mild,happiness,3,7,0
"Well, I think that above all, to somehow make it easier for yourself to organize this free time, which is spent in Ustka,",neutral,mild,neutral,4,20,0
Because Ustka is not just a beach.,neutral,mild,neutral,4,20,0
It's not just a beach.,neutral,mild,neutral,4,20,0
There is a lot of things that you can do here.,optimism,mild,happiness,3,21,0
"First of all, we encourage all your visitors to know our museum offer,",approval,mild,happiness,3,4,0
which is quite rich for such a small seaside town.,pride,mild,happiness,3,22,0
We have five museums here and we always cordially encourage everyone to visit.,approval,mild,happiness,3,4,0
"All five are blueser bunkers, i.e. a military museum, which is run by Mr. Marcin Barnowski,",neutral,mild,neutral,4,20,0
Such our city historian here.,pride,mild,happiness,3,22,0
We were there.,neutral,mild,neutral,4,20,0
"Well, Captain Hazel and it is all clear, all you have to do is say that much.",neutral,mild,neutral,4,20,0
"Of course, also a museum of amber, a bread museum, a Museum of the Ustka region.",neutral,mild,neutral,4,20,0
So to learn more about the history of Ustka and the Mineral Museum on the seaside promenade.,neutral,mild,neutral,4,20,0
This is a must see when it comes to Ustka.,approval,mild,happiness,3,4,0
"And a must have, when it comes to souvenirs, what is in Ustka except memories, what is getting out of Ustka?",curiosity,mild,happiness,3,7,0
We always encourage you to buy a book that we publish ourselves.,approval,mild,happiness,3,4,0
These are the legends of Ustka Słupsk region and it seems to me that this is such a practical gift.,approval,mild,happiness,3,4,0
Or a practical souvenir that you can take with you.,approval,mild,happiness,3,4,0
She is telling about these legends here our area and a little wider area of ​​the Słupsk region.,curiosity,mild,happiness,3,7,0
"And in its set it also contains such an audiobook, which you can start, for example, on a car radio and listen on the way home.",approval,mild,happiness,3,4,0
We always recommend it so to take with you.,approval,mild,happiness,3,4,0
"And, of course, T -shirts, bags or cups, such smaller ones such as magnet and long -term.",neutral,mild,neutral,4,20,0
And it also goes down?,curiosity,mild,happiness,3,7,0
Yes of course. It has been continuously for several years and I think it is such a reliable souvenir.,approval,mild,happiness,3,4,0
If you don't know what we always encourage the magnet for the fridge.,neutral,mild,neutral,4,20,0
Are children buying or adults too?,curiosity,mild,happiness,3,7,0
"Children usually choose the more colorful ones, adults a little more subdued, but also children and adults are always interested.",neutral,mild,neutral,4,20,0
"So an offer outside the beach, because Ustka is not only the sea.",neutral,mild,neutral,4,20,0
"The offer outside the beach here can be known, but also outside the cultural or historical, also recreational ones.",neutral,mild,neutral,4,20,0
"Well, here in tourist information you can buy maps of all kinds.",neutral,mild,neutral,4,20,0
"We always oblige to every tourist tourist guide, who not only describes the city, but also the Ustka commune, the Smołdzino commune and the Słupsk poviat.",neutral,mild,neutral,4,20,0
And we also give away the city's plans so that you can move safely and calmly around our area.,caring,mild,happiness,3,5,0
"In addition, we encourage you to some distant and closer walks, for bicycle trips.",caring,mild,happiness,3,5,0
And just such maps for further bicycle trips and closer to us can also be purchased here.,neutral,mild,neutral,4,20,0
"And who comes to tourist information? These are, I ask about nations now, are Poles?",curiosity,mild,happiness,3,7,0
These are not only Poles.,neutral,mild,neutral,4,20,0
"If foreign, we already hosted the Germans, Czechs and Slovaks in the Promenada studio.",neutral,mild,neutral,4,20,0
Are they still outside the western and south guests?,curiosity,mild,happiness,3,7,0
"It seems to me that the close location of the unit in Redzikowo, where Americans are stationed, has a great impact on the fact that they also visit us here.",realization,mild,surprise,6,23,0
"They come to the seaside, come to ask what you can see here in this area, because somehow they also try to develop this time.",curiosity,mild,happiness,3,7,0
"But in addition, there are also Dutch, there are also British, so in fact this span is quite wide when it comes to foreign tourists.",neutral,mild,neutral,4,20,0
Neighbors from the north of the Baltic Sea too?,curiosity,mild,happiness,3,7,0
"There are and there are those who come here every year, for example Norwegs, and every time they come and greet us and welcome us again in the season, so so too.",gratitude,mild,happiness,3,15,0
Does the end of summer holidays mean the end of the season?,curiosity,mild,happiness,3,7,0
"I think not in Ustka. There are places that actually put a line from 31 August and nothing happens there, but Ustka is much more than just holidays.",optimism,mild,happiness,3,21,0
"There is something to do here in September and in general the winter season also has its charm and pulls here crowds of tourists who prefer this rest in peace,",optimism,mild,happiness,3,21,0
"When there are no dozens, often thousands of tourists on the streets and these are those tourists who are starting to come to us in September.",neutral,mild,neutral,4,20,0
"To sum up the holidays, because not the season yet, it was a successful vacation after all, despite the fact that we were afraid of prices, we were afraid of our economic condition?",relief,mild,happiness,3,24,0
A lot of tourists came to us. I suspect that everyone was afraid of this season.,relief,mild,happiness,3,24,0
"It is known that the economic situation is what it is, but nevertheless these tourists appeared. In fact, we will probably know such specific data only at the end of the year.",neutral,mild,neutral,4,20,0
"Then the statistics, etc., will probably flow out.",neutral,mild,neutral,4,20,0
But after the interest in even this place can be estimated.,neutral,mild,neutral,4,20,0
"It seems to me that the season was very similar even to 2019, i.e. pre -entertainment year, so I think we are coming back to these good tracks and slowly to normality.",optimism,mild,happiness,3,21,0
"The Tourist Information Center, like Ustka, invites all year.",neutral,mild,neutral,4,20,0
"All year. We are open all year round. By the end of September, we invite you every day from 8 to 19, so all day.",neutral,mild,neutral,4,20,0
"From October 1, from Monday to Saturday, from 10 to 17.",neutral,mild,neutral,4,20,0
"Inhabitants of the region can also learn the secret of Ustka, but first you have to appear here to equip yourself with the right knowledge.",curiosity,mild,happiness,3,7,0
Thank you for the interview.,gratitude,mild,happiness,3,15,0
Thank you kindly.,gratitude,mild,happiness,3,15,0
Lady ready?,curiosity,mild,happiness,3,7,0
Ready accessories?,curiosity,mild,happiness,3,7,0
By all means.,neutral,mild,neutral,4,20,0
But probably the weather is small ready for roasting?,curiosity,mild,happiness,3,7,0
"I am set, I think good, so I think the sun will come.",optimism,mild,happiness,3,21,0
And you will set up evaporating?,curiosity,mild,happiness,3,7,0
"Of course, by all means. It is cloudy, but we go to the beach every day.",neutral,mild,neutral,4,20,0
But today you probably don't get tanned.,curiosity,mild,happiness,3,7,0
"I think I will sunbathe a little. Apparently, the sun is also sunbathing through the clouds, so we set up the most.",optimism,mild,happiness,3,21,0
And the bath will be.,neutral,mild,neutral,4,20,0
"Of course, although I don't know, the red flag.",nervousness,mild,fear,2,19,0
"Not beach is the weather, although the sun comes out, but not enough to sunbathing until today.",disappointment,mild,sadness,5,9,0
"Well, too large bucket and a bit cool sniff.",annoyance,mild,anger,0,3,0
"20 degrees, above it.",neutral,mild,neutral,4,20,0
"Well, but in the morning the rain was a bit.",neutral,mild,neutral,4,20,0
What can you do in such a not beach weather?,curiosity,mild,happiness,3,7,0
"Well, you can see, here is Lego blocks, such an exhibition and then there is a museum of these wax figures.",neutral,mild,neutral,4,20,0
So visit?,curiosity,mild,happiness,3,7,0
Are we going?,curiosity,mild,happiness,3,7,0
Boring today on the beach or not?,curiosity,mild,happiness,3,7,0
"No, I wouldn't say it's boring because we have high waves and reverse currents,",excitement,mild,happiness,3,13,0
And people are guarding? They follow these bans? See the red flag?,curiosity,mild,happiness,3,7,0
"If they came from the south, they have to take a bath? Whatever happened?",confusion,mild,surprise,6,6,0
"No, no. We haven't had such cases from the South yet, they also listen to the most,",relief,mild,happiness,3,24,0
"They watch the color of the flag, and if they don't remember what it means, they come and ask.",approval,mild,happiness,3,4,0
"We meet in the center of Ustka with Magda Matusiak, deputy head of the Promotion Department of the Ustka Town Hall.",neutral,mild,neutral,4,20,0
"Well, we will also talk about the inhabitants because they have their day now.",neutral,mild,neutral,4,20,0
"Already now, i.e. on Saturday.",neutral,mild,neutral,4,20,0
So on Saturday.,neutral,mild,neutral,4,20,0
"Yes, August 27. We invite all residents to this event, but I hope that also tourists,",optimism,mild,happiness,3,21,0
who spend this last weekend in Ustka. We start very early.,neutral,mild,neutral,4,20,0
"Actually in two places, between 10 and 14.",neutral,mild,neutral,4,20,0
"At 14.00 a Chill Out zone will be prepared on the kayak stanica, where you will be able to swim with kayak, there will be a bonfire, of course the sausage must be brought on your own,",excitement,mild,happiness,3,13,0
"There will be different animations for children and adolescents, while at 10.30 a bicycle rally with the corners of the scales will be from the Osiru area.",excitement,mild,happiness,3,13,0
"The whole big party on the promenade will start from 17.00 animations for children performed by the smile center, later there will be a performance of the Łusecka Brass Band.",excitement,mild,happiness,3,13,0
"And I think that such the most important point of this event, i.e. the awarding of honorary awards of the city's ambassador and Ustczanin of the year, and then the performances of our Ustanian artists.",pride,moderate,happiness,3,22,1
"Well, the Ustczanin of the Year and the city ambassador are extremely prestigious titles. What do you need to do? How do you deserve to be Ustczanin or the city ambassador?",curiosity,moderate,happiness,3,7,1
"Residents always nominate for this honorable title, nominated by residents. A chapter is appointed, which chooses these people in a secret ballot.",pride,mild,happiness,3,22,0
"And of course who will be, who will be awarded this year this year, then you have to come at 18.30.",neutral,mild,neutral,4,20,0
It's still a secret.,curiosity,mild,happiness,3,7,0
"Of course, we can't reveal it. At 18.30 on the Ustka promenade, the ceremony of awarding these awards.",neutral,mild,neutral,4,20,0
This is another edition of these awards and it is so that those awarded do not stop and still promote and have merits.,admiration,mild,happiness,3,0,0
"Of course, this is already prestige for these people, because it is already life, so to speak, they are drawn into the list of people who represent the city at various celebrations.",pride,moderate,happiness,3,22,1
"But one more thing is the event, namely the Polish Championships in the Rinsing Amber for the 21st time this year.",excitement,mild,happiness,3,13,0
"Yes, actually these championships are the culmination of the amber festival lasting from Tuesday to Sunday, such an event that came to us for the first time in Ustka.",excitement,mild,happiness,3,13,0
And at the beach at 11.00 there will be registration for the Polish championships in the flushing of amber.,neutral,mild,neutral,4,20,0
"We encourage everyone because you can participate in the category of children, women, men and open.",neutral,mild,neutral,4,20,0
"And there will be a municipal village carries several dozen kilograms of amber to take, because in the open category what will be found, it is mine, i.e. a souvenir can be dug.",excitement,mild,happiness,3,13,0
"I think it will be a surprise for everyone who will take part, because these championships are preparing a museum of amber, which is located in Ustka, so that they probably have this raw material in excess.",surprise,mild,surprise,6,27,0
"We are now talking about the last weekend of holidays, but as also mentioned in the Tourist Information Center, the end of summer holidays is not the end of the season, so these events, this knitting will also be after the holidays.",optimism,mild,happiness,3,21,0
"At the moment I will not reveal the details to you, because we really work all year round and we are preparing some news every now and then, so it's worth following our website visitustka.pl and our Facebook profile.",neutral,mild,neutral,4,20,0
"There is really even a very rich relationship from this season for all those who failed to reach Ustka, and would like to see what they missed, also a lot of photos, a lot of descriptions and there we will also put all the information on a regular basis, what He is still waiting for you until the end of the year.",optimism,mild,happiness,3,21,0
And then we meet in Ustka. Thanks for the conversation.,gratitude,mild,happiness,3,15,0
"Good morning, a walk is an idea for boredom.",neutral,mild,neutral,4,20,0
"For boredom, walk, a little meeting on the beach.",neutral,mild,neutral,4,20,0
And waiting.,neutral,mild,neutral,4,20,0
"Not necessarily waiting, I really like to look at the waves, even in such weather it is very nice.",admiration,mild,happiness,3,0,0
There are waves today.,neutral,mild,neutral,4,20,0
"Yesterday, we have a very close room, so we also have a great view of our Polish sea from the balcony.",joy,mild,happiness,3,17,0
"Good morning, sunbathing in a jacket, in pants?",amusement,mild,happiness,3,1,0
"Well, temporarily, because the weather has broken a little, but the Lord comes, the straw comes out right away, so there is hope for a nice afternoon.",optimism,mild,happiness,3,21,0
You are not alone?,curiosity,mild,happiness,3,7,0
With children and with her husband.,neutral,mild,neutral,4,20,0
Do children get bored during the rain either bad weather or such weather?,curiosity,mild,happiness,3,7,0
"Well, they are in jackets, my son is forbidden to enter the water, but he wet his feet, builds something, organizes something.",caring,mild,happiness,3,5,0
"We have boards, so we hope that we will enter the water, the backpack is packed, the second sat down too.",optimism,mild,happiness,3,21,0
So to improve the weather you prepared?,curiosity,mild,happiness,3,7,0
"We are prepared, we are waiting for her.",optimism,mild,happiness,3,21,0
Where did you come from?,curiosity,mild,happiness,3,7,0
We are from Gorzów.,neutral,mild,neutral,4,20,0
"Good morning, a lady on the beach, daughter almost in the sea, but you can't bathe today.",disappointment,mild,sadness,5,9,0
"Well, you know what, you can't, and especially since we have just arrived, today we are starting vacation, so I do not know what weather.",nervousness,mild,fear,2,19,0
It is probably not for such weather that you waited.,disappointment,mild,sadness,5,9,0
"Well, I was not waiting for such weather, I hope the sun will come out for us.",optimism,mild,happiness,3,21,0
"Meanwhile, we are familiar with the sea for now, the children are happy, their feet soak, and I hope that tomorrow we will be able to lose a bit.",optimism,mild,happiness,3,21,0
Do you know weather forecasts?,curiosity,mild,happiness,3,7,0
"Well, forecasts are so divergent, one portal shows a beautiful, sunny sky, the other shows a little worse, I am also an optimist, I hope that the sun will come out for us.",optimism,mild,happiness,3,21,0
"From the south of Poland, around Wodzisław Śląski.",neutral,mild,neutral,4,20,0
For the first time in Ustka?,curiosity,mild,happiness,3,7,0
"No, I'm in Ustka for the third time.",neutral,mild,neutral,4,20,0
"There are those who like to ride recreationally on a bicycle, and there are those who like when the route is ultra -leather.",neutral,mild,neutral,4,20,0
"And I will talk about such cyclists with Radosław Schroeder, president of the Sports and Development Center in Ustka.",neutral,mild,neutral,4,20,0
This is because the MTB competition will take place for the third time this weekend.,excitement,mild,happiness,3,13,0
"Yes, MTB competitions are hosted in Ustka for the third time, this year the route is very extreme.",excitement,mild,happiness,3,13,0
More difficult than the previous two editions?,curiosity,mild,happiness,3,7,0
"Similar, although we have more cliff, more fun, more fan and certainly players from MTB will like a new route.",excitement,mild,happiness,3,13,0
Who will come to this competition?,curiosity,mild,happiness,3,7,0
"In fact, players from all over Poland, players from all over Poland come to us, basically the headlamp at MTB, we expect such players.",excitement,mild,happiness,3,13,0
Because this is a race in which there are also competitors next to amateurs who travel through the hardest routes throughout the country?,curiosity,mild,happiness,3,7,0
"Yes, of course yes. There are players the best in Poland in this competition, i.e. in MTB, but there are also amateurs among them, who will certainly also like the route.",approval,mild,happiness,3,4,0
How many of them will there be?,curiosity,mild,happiness,3,7,0
About 100 competitors are now saved.,neutral,mild,neutral,4,20,0
The entries are already completed?,curiosity,mild,happiness,3,7,0
"You can still add, there are still the last moments to sign up.",neutral,mild,neutral,4,20,0
"And you can still train enough to ... Well, what day is the competition?",curiosity,mild,happiness,3,7,0
"The competition is on Saturday, we are starting with the competition office from nine o'clock here at the course of cyclical.",neutral,mild,neutral,4,20,0
Just here?,curiosity,mild,happiness,3,7,0
"That's exactly how, here.",neutral,mild,neutral,4,20,0
"From Thursday to Saturday will there be time to train? If someone did not start a long time ago, now let him check if the bike will check?",curiosity,mild,happiness,3,7,0
"The event is for professionals, but also for amateurs, so we also encourage amateurs to see, traveled this route, check what the route looks like and maybe they will encourage themselves to sign up for this competition.",optimism,mild,happiness,3,21,0
Who appointed her?,curiosity,mild,happiness,3,7,0
"Well, of course our great employees of the Sports and Development Center.",pride,mild,happiness,3,22,0
"What problems, difficulties for cyclists, attractions will be waiting for them?",curiosity,mild,happiness,3,7,0
"Unique attractions. The route is extremely beautiful, but there will also be very difficult sections. These are cliffs, which this year, due to the fact that we had some storms, got up, so it will be extremely difficult, but very spectacular.",excitement,moderate,happiness,3,13,1
"And you can also come not only to ride, but you can be here on solidarity to cheer cyclists at the beginning. And the finish?",excitement,mild,happiness,3,13,0
"The finish line, of course, at the Sports and Development Center, at the Integration Square, there a whole bicycle town prepared by our employees and you can also encourage you to see there, meet the best players in the country.",excitement,mild,happiness,3,13,0
How much will it take to overcome such a route?,curiosity,mild,happiness,3,7,0
"We estimate such a route for about 45 to 55 minutes by professionals. Of course, amateurs will cover this route a little longer. We will play players every 30 seconds individually, so that there are no unnecessary injuries.",neutral,mild,neutral,4,20,0
Because the MTB race will happen this Saturday. Thanks for the conversation.,gratitude,mild,happiness,3,15,0
"As tourists said, the sea is beautiful at any time of the year and so rough too. So let's look how beautiful it is. Or maybe you can still take a bath this summer.",admiration,mild,happiness,3,0,0
"When he was after a carol, he cried and said that just what was happening in the church now,",sadness,mild,sadness,5,26,0
He is currently in retirement.,neutral,mild,neutral,4,20,0
"And what, but not, but what, and why do you, but, but, but don't bother you, but please, but please, but please, lady, no.",confusion,moderate,surprise,6,6,1
"Young people, that they would know what it should look like, because the world now depends on the young.",optimism,mild,happiness,3,21,0
But I am interested in this jerk at all.,annoyance,moderate,anger,0,3,1
Because it is a jerk.,annoyance,moderate,anger,0,3,1
And I am interested in it.,curiosity,mild,happiness,3,7,0
"Because there is a jerk, no.",annoyance,moderate,anger,0,3,1
The Lord knows that this is a jerk.,disapproval,moderate,disgust,1,10,1
And the prime minister maybe better?,neutral,mild,neutral,4,20,0
So that he was a jerk.,disapproval,moderate,disgust,1,10,1
"The first family cheater, first category thief.",disgust,strong,disgust,1,11,2
What would you say to the president?,curiosity,mild,happiness,3,7,0
"For me they are, I really like the president, they are worshiped gentlemen.",admiration,mild,happiness,3,0,0
"Lord, are you neighbors?",curiosity,mild,happiness,3,7,0
"There was a policeman and it is, yes, such security.",neutral,mild,neutral,4,20,0
And Prime Minister Morawiecki remained.,neutral,mild,neutral,4,20,0
"Oh Jesus, no, well, gentlemen, well, no.",disapproval,moderate,disgust,1,10,1
"Well, what's wrong with him?",curiosity,mild,happiness,3,7,0
"Well, how not, but a banker.",neutral,mild,neutral,4,20,0
"That, if the banker ate, he displaced it.",confusion,mild,surprise,6,6,0
"How much, how many cases did he have in court?",curiosity,mild,happiness,3,7,0
But listen.,neutral,mild,neutral,4,20,0
How much did he lose?,curiosity,mild,happiness,3,7,0
I will tell you too.,neutral,mild,neutral,4,20,0
Słamał? Słamał?,confusion,moderate,surprise,6,6,1
Tell me what's going on.,curiosity,mild,happiness,3,7,0
It's fascism.,anger,strong,anger,0,2,2
They will lead to blood and the Church to this.,fear,strong,fear,2,14,2
This is another fascist organization.,anger,strong,anger,0,2,2
They are just walking.,neutral,mild,neutral,4,20,0
"Well, but as you see, for example, Andrzej Duda of Załęjski",neutral,mild,neutral,4,20,0
"And yes, they run.",neutral,mild,neutral,4,20,0
"Well, because it just has to, he must, he would lick shit under the duck.",disgust,strong,disgust,1,11,2
It is not a man.,disapproval,strong,disgust,1,10,2
This is not a politician.,disapproval,strong,disgust,1,10,2
Duda?,neutral,mild,neutral,4,20,0
"Well, this is a street punishment.",disapproval,moderate,disgust,1,10,1
"But, but the fuck like not now, in my life it wasn't like that.",anger,strong,anger,0,2,2
But what do you mean?,curiosity,mild,happiness,3,7,0
"Polish government, or what is happening in ...",confusion,mild,surprise,6,6,0
"No, no, no, the Polish government, which is not in the beginning, sir.",disapproval,moderate,disgust,1,10,1
Scandal on the scandal.,disapproval,strong,disgust,1,10,2
The scandal and nobody is responsible for it.,disappointment,moderate,sadness,5,9,1
"Well, as if you said that well, they provide the government all the time,",neutral,mild,neutral,4,20,0
that they look after seniors that ...,neutral,mild,neutral,4,20,0
I am not interested in at all.,annoyance,mild,anger,0,3,0
"How our government can make some important decisions,",curiosity,mild,happiness,3,7,0
"Like a beer bottles, he can't do it.",disapproval,moderate,disgust,1,10,1
"Not to this man, I can't wish.",disapproval,moderate,disgust,1,10,1
He drives around Poland and people simply make water from the brain.,disapproval,strong,disgust,1,10,2
"Everything he is, he says is the opposite and",confusion,moderate,surprise,6,6,1
I don't like it very much and I would not like me to ...,disapproval,moderate,disgust,1,10,1
He should not run at all.,disapproval,strong,disgust,1,10,2
"Well, he can wish you not to start.",disapproval,mild,disgust,1,10,0
"Oh, such a wish.",neutral,mild,neutral,4,20,0
"Also, of course, you say well.",approval,mild,happiness,3,4,0
"Thank you, all the best.",gratitude,mild,happiness,3,15,0
Here you go.,neutral,mild,neutral,4,20,0
"A very positive man, extremely long -term.",admiration,moderate,happiness,3,0,1
Pan Donald Tusk?,neutral,mild,neutral,4,20,0
"Because you know, because yes, this Saturday,",neutral,mild,neutral,4,20,0
"Oh, 66-year-old PO chairman and we are gathering wishes.",neutral,mild,neutral,4,20,0
And you know what?,curiosity,mild,happiness,3,7,0
"A very positive man, very good",admiration,moderate,happiness,3,0,1
In the European Parliament he represented the interest of the country,admiration,moderate,happiness,3,0,1
And maybe finally this march scheduled for June 4,optimism,mild,happiness,3,21,0
On a very symbolic day he will bring its expected result.,optimism,moderate,happiness,3,21,1
Let's do everything to stop what is happening now.,optimism,strong,happiness,3,21,2
"This, for that, is 200 zlotys almost.",neutral,mild,neutral,4,20,0
PLN 200?,surprise,mild,surprise,6,27,0
Almost 200.,neutral,mild,neutral,4,20,0
"Pake, they do what they want.",disapproval,moderate,disgust,1,10,1
Villa Plus give away how they like it.,disapproval,moderate,disgust,1,10,1
You also think that you know this path terribly.,disapproval,moderate,disgust,1,10,1
We ask Poles about Minister Ziobra.,neutral,mild,neutral,4,20,0
Is he a good minister of justice?,curiosity,mild,happiness,3,7,0
"Sir, the indecent words are on my lips.",anger,strong,anger,0,2,2
I do not represent this option and I hope,disapproval,moderate,disgust,1,10,1
that this gentleman will soon land in prison.,anger,strong,anger,0,2,2
"Oh, don't talk about him because it hurts in my stomach,",disgust,strong,disgust,1,11,2
"When I look at him that this is a bandit, not a minister.",anger,strong,anger,0,2,2
It is a pity to bear it by mowing him in the ass.,anger,strong,anger,0,2,2
So he is not right and just?,curiosity,mild,happiness,3,7,0
So minus?,disapproval,mild,disgust,1,10,0
He is nice.,neutral,mild,neutral,4,20,0
A circle and the worst.,disapproval,moderate,disgust,1,10,1
He loves Poland.,admiration,moderate,happiness,3,0,1
Not?,neutral,mild,neutral,4,20,0
"No, he loves Poland.",admiration,moderate,happiness,3,0,1
He loves Poland and is the best.,admiration,moderate,happiness,3,0,1
"Well, you probably kidding.",amusement,mild,happiness,3,1,0
"Well, they are like that, because I understand that he is not right and just",disapproval,moderate,disgust,1,10,1
In the opinion.,neutral,mild,neutral,4,20,0
"Sir, what do you even tell?",confusion,mild,surprise,6,6,0
"Of course, very good.",approval,mild,happiness,3,4,0
"The young boy gathered such a group of young lawyers,",admiration,moderate,happiness,3,0,1
who really work very well.,approval,moderate,happiness,3,4,1
